"a_in","a_out","b_in","b_out","num_common_outbound_neighbours","num_common_inbound_neighbours","num_common_a_out_b_in_neighbours","b_to_a_exists","mutual_following_a"
3,3,4,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0
11,191,1,0,0,0,0,0,8
5,401,1,0,0,0,0,0,3
55,77,57,0,0,0,0,0,13
21,219,34,0,0,2,7,0,11
96,296,3432,908,23,54,30,0,29
5,28,65,0,0,0,2,0,4
1,0,3,0,0,0,0,0,0
111,1979,1,0,0,1,1,0,104
28,596,2,0,0,0,0,0,23
2,0,1,0,0,0,0,0,0
9,102,242,113,21,8,23,0,5
24,355,1,0,0,0,0,0,15
20,80,1,0,0,0,0,0,1
238,25576,31,0,0,18,21,0,237
77,2001,32,0,0,0,0,0,77
11,144,473,0,0,6,7,0,11
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
2,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
1,1,17,0,0,0,0,0,1
1,268,1,0,0,0,0,0,1
48,193,142,0,0,2,0,0,31
142,419,1,0,0,0,0,0,30
54,0,1,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0
79,858,31,0,0,8,7,0,70
25,2109,16,0,0,1,1,0,22
85,346,1,0,0,0,0,0,64
3,0,1,0,0,0,0,0,0
107,173,1,0,0,0,0,0,43
24,333,6,0,0,0,0,0,13
23,101,12,0,0,1,1,0,13
65,19,74,0,0,37,5,0,10
32,232,12,0,0,2,2,0,18
90,936,1,0,0,1,1,0,72
1,0,3,0,0,0,0,0,0
95,283,327,36,0,20,20,0,84
1215,3,136,110,2,71,1,1,1
96,78,12,0,0,5,4,0,33
48,444,4,0,0,1,1,0,45
51,827,231,0,0,13,15,0,50
7,0,5,0,0,0,0,0,0
36,189,64,641,34,3,4,1,35
14,0,2,0,0,0,0,0,0
24,92,1,0,0,0,0,0,12
190,4518,140,0,0,46,42,0,170
9,17,7,0,0,0,0,0,7
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
6,0,7,0,0,0,0,0,0
16,123,1,0,0,0,0,0,16
30,153,3,0,0,0,0,0,12
24,1529,1,0,0,0,0,0,23
101,1783,1,0,0,0,0,0,94
1,0,2,0,0,0,0,0,0
27,409,1,0,0,0,0,0,24
80,63,5,0,0,0,0,0,28
15,0,1,0,0,0,0,0,0
50,1345,3,0,0,0,0,0,47
10,58,2,0,0,1,1,0,10
284,197,1071,3690,59,145,40,1,80
46,73,89,241,40,32,17,1,22
19,44,98,81,10,13,14,0,17
14,411,3,0,0,0,0,0,12
1,0,2,0,0,0,0,0,0
9,0,6,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
28,26,48,67,1,2,1,1,24
79,285,26,0,0,2,1,0,40
4,26,16,0,0,1,1,0,4
528,76,1,0,0,0,0,0,26
14,104,90,0,0,3,2,0,8
2,0,1,0,0,0,0,0,0
42,238,10,0,0,5,6,0,12
15,101,9,0,0,0,0,0,9
139,1817,1,0,0,0,0,0,114
1,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
20,57,1,0,0,0,0,0,16
84,400,15,0,0,3,4,0,60
31,590,146,3,1,5,24,0,24
6,48,1,0,0,0,0,0,6
276,272,35,0,0,4,0,0,66
15,709,85,0,0,1,2,0,15
88,199,2,0,0,0,0,0,33
52,226,125,0,0,0,0,0,37
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
12,162,9,0,0,1,1,0,7
138,1227,1,0,0,0,0,0,84
9,26,4,0,0,0,1,0,7
315,257,118,0,0,57,21,0,89
30,90,43,160,26,16,14,1,26
2,0,2,0,0,0,0,0,0
5,20,1592,162,2,2,8,0,0
1,0,1,0,0,0,0,0,0
5,0,4,0,0,0,0,0,0
7,369,8,0,0,0,1,0,7
53,281,187,42,5,11,8,0,39
82,408,5,0,0,1,1,0,49
13,88,1,0,0,0,0,0,5
15,317,7,0,0,1,0,0,9
1,0,2,0,0,0,0,0,0
73,72,1,0,0,0,0,0,9
7,29,95,33,4,3,9,0,6
25,158,33,0,0,0,0,0,16
12,0,1,0,0,0,0,0,0
39,46,37,67,45,32,27,1,31
4,0,2,0,0,0,0,0,0
316,3543,8,0,0,3,3,0,236
8,43,1,0,0,0,0,0,4
1,33,5,0,0,0,0,0,0
14,109,59,0,0,0,0,0,11
36,258,197,1207,34,7,13,0,35
76,137,168,0,0,12,4,0,25
35,125,34,0,0,3,2,0,24
2,1,1,0,0,0,0,0,1
21,329,219,0,0,1,1,0,18
28,308,2,0,0,0,0,0,17
10,90,1,0,0,0,0,0,5
1,0,5,0,0,0,0,0,0
50,191,88,0,0,11,5,0,16
287,103,2,0,0,1,0,0,3
1,0,1,0,0,0,0,0,0
1,1,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0
5,111,555,16,1,0,3,0,5
19,110,10,0,0,0,0,0,18
1,4,36,0,0,0,0,0,1
22,28,3,0,0,1,1,0,4
92,184,33,0,0,0,0,0,31
6,106,1,0,0,0,0,0,4
33,272,3,0,0,0,0,0,29
17,0,3,0,0,0,0,0,0
3,51,265,99,4,0,5,0,2
10,0,1,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0
3,11,65,0,0,0,0,0,0
2,0,8,0,0,0,0,0,0
55,409,183,1232,2,4,3,0,46
29,225,17,0,0,0,0,0,22
9,84,5,0,0,0,0,0,6
8,98,2,0,0,0,0,0,4
55,162,101,886,5,1,0,1,23
1,0,2,0,0,0,0,0,0
31,340,2035,62813,23,7,8,0,29
152,745,52,0,0,4,2,0,72
1,0,4,0,0,0,0,0,0
7,238,14,0,0,0,2,0,5
166,871,402,23683,82,25,24,0,151
101,1461,2,0,0,0,0,0,98
5,29,32,0,0,0,0,0,3
73,705,1,0,0,0,0,0,51
1,0,2,0,0,0,0,0,0
4,31,3,0,0,0,0,0,2
13,15,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
1,76,1,0,0,0,1,0,1
1,36,1,0,0,0,0,0,1
812,704,860,82,1,141,23,0,183
1,0,1,0,0,1,0,0,0
5,11,480,381,2,4,1,1,2
7,177,2,0,0,0,0,0,7
242,788,564,47945,150,76,57,1,203
208,1911,1,0,0,0,0,0,203
19,105,1,0,0,0,0,0,13
19,149,1,0,0,0,0,0,6
11,256,6,0,0,0,0,0,1
29,79,25,0,0,8,7,0,18
79,482,49,0,0,4,3,0,67
20,108,34,0,0,1,1,0,8
34,274,28,0,0,5,5,0,22
9,86,1,0,0,0,0,0,5
4,0,1,0,0,0,0,0,0
14,98,31,0,0,2,2,0,11
76,928,60,0,0,4,5,0,70
164,157,155,250,43,42,24,1,52
7,0,10,0,0,1,0,0,0
48,138,134,0,0,25,25,0,31
29,528,1,0,0,0,0,0,20
485,3126,1,0,0,0,0,0,446
4,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
9,124,3,0,0,0,0,0,6
115,65,208,70,21,63,24,1,36
1,0,13,0,0,0,0,0,0
2,5,1,0,0,0,0,0,2
2,1,8,312,0,1,0,0,0
26,42,2,0,0,1,1,0,19
2,51,8,0,0,0,0,0,2
84,494,1294,58,7,19,34,0,61
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0
2,0,23,0,0,0,0,0,0
65,1453,3,0,0,1,1,0,56
3,0,1,0,0,0,0,0,0
36,165,791,583,7,5,9,0,32
86,194,21,0,0,4,3,0,51
1,0,111,0,0,0,0,0,0
6,29,45,0,0,0,0,0,5
16,99,1,0,0,0,0,0,5
8,104,1,0,0,0,0,0,7
1,0,1,0,0,0,0,0,0
22,125,1,0,0,0,0,0,20
2,81,26,0,0,1,1,0,2
141,193,21,0,0,1,1,0,87
2,0,1,0,0,0,0,0,0
25,215,1,0,0,0,0,0,14
13,135,29,0,0,6,6,0,12
91,701,733,23146,255,62,69,1,86
51,120,28,0,0,1,0,0,27
201,1877,41,0,0,16,16,0,198
237,10413,9,0,0,1,1,0,230
205,117,108,43,6,38,8,0,22
15,166,7,0,0,0,0,0,12
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
316,1330,351,3831,200,78,84,1,313
152,540,2,0,0,0,0,0,144
1,0,1,0,0,0,0,0,0
1,0,3,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
10,549,73,0,0,2,6,0,9
21,89,1,0,0,0,0,0,17
121,895,11,0,0,1,2,0,76
1,0,1,0,0,0,0,0,0
85,160,36,77,9,2,4,0,59
107,0,6,0,0,0,0,0,0
14,43,18,0,0,1,0,0,2
7,1,8,0,0,2,0,0,0
118,24,1,0,0,0,0,0,0
921,2940,234,0,0,83,70,0,331
55,1215,1,0,0,0,0,0,31
17,0,1,0,0,0,0,0,0
35,421,89,24,3,1,1,0,28
75,2058,1,0,0,0,0,0,68
1,0,1,0,0,0,0,0,0
22,320,8,0,0,3,2,0,8
44,376,4,0,0,0,0,0,22
53,41,1,0,0,0,0,0,36
42,61,1,0,0,0,0,0,12
102,223,2,0,0,0,0,0,29
24,61,19,27,18,15,15,1,21
1,0,11,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
14,81,2,0,0,1,0,0,6
123,197,6,0,0,5,4,0,59
163,552,195,2931,31,20,11,1,86
1,0,1,0,0,0,0,0,0
70,277,1,0,0,0,0,0,49
224,347,19,0,0,11,11,0,121
90,936,384,36,1,5,8,0,72
75,410,35,0,0,9,5,0,38
15,61,243,0,0,1,2,0,9
20,34,19,30,14,10,9,1,19
24,58,7,0,0,2,2,0,21
125,347,64,0,0,29,30,0,64
18,377,13,0,0,6,5,0,15
150,788,2,0,0,0,0,0,121
103,284,221,1349,34,26,13,1,55
8,45,5,0,0,3,2,0,4
1,0,1,0,0,0,0,0,0
4,61,307,0,0,0,0,0,2
2,0,1,0,0,0,0,0,0
4,0,2,0,0,0,0,0,0
39,151,2,0,0,0,0,0,22
2,0,1,0,0,0,0,0,0
31,283,2,0,0,0,0,0,21
8,28,3,0,0,0,0,0,8
1,0,1,0,0,0,0,0,0
5,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
4,80,3,0,0,0,0,0,3
3,0,1,0,0,0,0,0,0
75,648,4,0,0,0,0,0,59
1,0,5,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
65,232,3,0,0,0,0,0,61
1,0,1,0,0,0,0,0,0
244,798,116,294,54,40,32,1,167
53,178,23,332,10,3,0,1,11
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
24,84,30,0,0,0,0,0,10
37,362,1,0,0,0,0,0,18
5,101,13,0,0,0,1,0,4
2,1,4,0,0,0,0,0,0
16,388,9,0,0,0,0,0,10
1,0,1,0,0,0,0,0,0
1,0,7,0,0,0,0,0,0
124,490,3,0,0,1,0,0,99
10,90,3,0,0,0,0,0,7
552,390,25,0,0,7,0,0,27
14,115,5,0,0,0,0,0,7
26,80,26,0,0,0,0,0,13
420,4277,2,0,0,0,0,0,411
8,37,4,0,0,1,0,0,4
69,195,1,0,0,1,1,0,24
39,71,3,0,0,0,0,0,39
1,0,1,0,0,0,0,0,0
1,23,1,0,0,0,0,0,1
6,69,221,0,0,0,1,0,4
58,206,1,0,0,0,0,0,47
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
126,835,75,0,0,12,11,0,112
76,440,1,0,0,0,0,0,62
66,577,90,234,16,10,19,0,63
24,107,1,0,0,0,0,0,21
76,2696,3,0,0,0,0,0,31
124,4326,1,0,0,0,0,0,113
70,17,2431,795,3,43,5,0,1
55,50,127,13,3,23,20,0,27
239,442,186,248,47,53,43,1,124
2,0,4,0,0,1,0,0,0
27,65,8,69,0,0,0,1,18
1,0,1,0,0,0,0,0,0
8,24,1,0,0,0,0,0,3
87,504,774,196,21,19,46,0,63
124,4585,149,0,0,92,90,0,117
2358,187,1,0,0,0,0,0,36
14,499,9,0,0,1,1,0,11
2,10,1,0,0,0,0,0,0
3,0,31,0,0,0,0,0,0
38,298,12,0,0,6,5,0,29
1,0,41,0,0,0,0,0,0
45,234,64,0,0,30,28,0,27
21,83,8,0,0,1,1,0,10
14,12,1,0,0,0,0,0,1
7,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
10,606,90,0,0,0,3,0,7
82,519,8,0,0,1,1,0,43
45,1114,1,0,0,0,0,0,37
2,0,3,0,0,0,0,0,0
10,15,2,0,0,0,0,0,4
3,0,2,0,0,0,0,0,0
80,360,32,0,0,9,7,0,58
33,588,7,0,0,3,3,0,21
1,0,1,0,0,0,0,0,0
37,151,2,0,0,0,0,0,25
1,0,1,0,0,0,0,0,0
34,74,22,149,11,2,4,1,27
11,68,58,0,0,1,1,0,11
1,6,220,175,2,0,2,1,1
930,16971,97,0,0,20,30,0,889
8,192,1,0,0,0,0,0,6
32,201,1,0,0,0,0,0,4
2,0,5,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0
107,339,18,0,0,4,4,0,27
2,0,7,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
1,0,5,0,0,0,0,0,0
23,84,80,128,16,9,7,1,16
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
162,96,2,0,0,1,0,0,20
23,65,1,0,0,0,0,0,10
71,142,2,0,0,0,0,0,23
282,211,211,623,100,113,38,1,66
3,26,2,0,0,0,0,0,3
30,208,1,0,0,0,0,0,18
147,238,2,0,0,0,0,0,73
1,0,2,0,0,0,0,0,0
228,363,1,0,0,0,0,0,89
1,0,1,0,0,1,0,0,0
3,0,2,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0
42,1641,3,0,0,0,0,0,15
27,0,1,0,0,0,0,0,0
12,119,6,0,0,0,0,0,7
621,40,5,0,0,3,0,0,7
1197,59461,63,0,0,52,52,0,987
27,642,410,22242,69,7,10,1,27
9,33,32,127,11,2,2,1,7
64,58,114,40,5,0,3,0,37
37,241,45,0,0,6,5,0,26
1,0,1,0,0,0,0,0,0
69,95,137,0,0,19,2,0,13
2,1,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0
1,10,32,0,0,0,0,0,0
6,3,5,0,0,0,0,0,1
18,247,6,0,0,0,0,0,12
25,219,2,0,0,0,0,0,16
79,55,3,0,0,0,0,0,4
83,79,1,0,0,0,0,0,29
1,0,1,0,0,0,0,0,0
36,9,39,59,8,20,5,1,6
28,503,15,0,0,2,7,0,24
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
26,332,407,0,0,8,7,0,20
1,0,1,0,0,0,0,0,0
9,287,8,0,0,0,1,0,4
3,0,42,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0
23,49,3,0,0,0,0,0,17
1,156,1,0,0,0,0,0,1
11,49,1,0,0,0,0,0,1
13,40,1,0,0,0,0,0,1
6,165,1,0,0,0,0,0,1
1,0,10,0,0,0,0,0,0
20,1710,2,0,0,0,0,0,17
253,530,1,0,0,0,0,0,168
48,123,11,0,0,1,0,0,14
45,85,6,0,0,2,2,0,20
54,86,32,0,0,14,11,0,21
13,167,3,0,0,0,0,0,12
58,250,1,0,0,1,1,0,39
53,363,35,2387,3,0,0,1,14
58,433,75,0,0,13,12,0,50
76,30,4841,764195,9,49,10,0,3
21,7,6,0,0,0,0,0,3
11,71,26,0,0,2,2,0,10
112,3964,259,0,0,93,92,0,99
395,3730,16,0,0,9,9,0,371
1,0,26,0,0,0,0,0,0
28,45,1,0,0,0,0,0,13
41,36,1,0,0,0,0,0,3
24,20,41,0,0,8,0,0,3
128,132,1,0,0,0,0,0,36
1,0,1,0,0,0,0,0,0
7,113,3,0,0,2,1,0,4
4,16,2,0,0,0,0,0,2
268,231,6,0,0,2,1,0,24
129,179,105,236,19,35,13,1,56
27,55,319,0,0,19,3,0,3
14,0,2,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
20,163,1,0,0,0,0,0,11
139,1990,1,0,0,0,0,0,135
2,0,1,0,0,1,0,0,0
15,152,220,0,0,1,1,0,11
49,238,1,0,0,0,0,0,35
6,50,5,0,0,0,0,0,5
4,0,2,0,0,0,0,0,0
14,139,1,0,0,0,0,0,9
17,191,8,0,0,1,0,0,10
2,0,3,0,0,0,0,0,0
127,3830,99,0,0,18,17,0,119
51,352,24,0,0,1,2,0,44
20,96,350,0,0,2,1,0,14
4,0,1,0,0,0,0,0,0
9,184,26,0,0,0,0,0,9
35,427,164,1806,19,3,5,0,33
27,240,1,0,0,0,0,0,20
177,6565,1,0,0,0,0,0,169
46,83,63,146,36,27,25,1,40
3,0,2,0,0,1,0,0,0
100,1276,609,0,0,21,21,0,78
260,14,2431,795,3,92,5,0,4
8,0,4,0,0,1,0,0,0
185,2002,3,0,0,1,1,0,165
18,62,68,0,0,0,0,0,13
111,1396,19,0,0,3,1,0,76
16,537,8,0,0,0,0,0,14
1,0,2,0,0,0,0,0,0
26,12,551,1317,3,20,1,0,1
4,0,17,0,0,0,0,0,0
19,1379,2,0,0,0,0,0,15
3,23,2,0,0,1,0,0,1
309,676,237,8153,241,49,35,1,168
88,804,4,16,1,0,0,0,44
17,223,26,0,0,3,5,0,11
136,501,13,0,0,6,4,0,101
12,134,24,0,0,7,7,0,12
158,53,99,27,5,34,4,0,11
60,515,1592,96437,213,43,38,1,51
196,1396,5,0,0,0,0,0,41
3,17,134,0,0,0,0,0,2
9,137,66,0,0,0,1,0,7
117,2068,199,0,0,20,20,0,109
1,0,1,0,0,0,0,0,0
8,47,148,0,0,0,2,0,8
18,81,17,0,0,2,2,0,9
3,6,2,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0
373,1368,160,872,55,39,27,1,248
56,346,1,0,0,0,0,0,34
4,0,1,0,0,0,0,0,0
46,122,1,0,0,0,0,0,22
1,0,1,0,0,0,0,0,0
1,0,17,0,0,0,0,0,0
71,2219,1,0,0,0,0,0,71
12,10,29,59,0,0,0,0,3
1,0,1,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
2,0,3,0,0,0,0,0,0
852,339,1,0,0,0,0,0,52
6,11,10,0,0,0,0,0,4
3,0,2,0,0,0,0,0,0
12,62,22,0,0,0,0,0,0
311,23110,1,0,0,1,0,0,95
266,732,15,0,0,7,3,0,127
35,122,1,0,0,0,0,0,0
198,2,1,0,0,0,0,0,0
284,6285,26,0,0,11,11,0,274
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
30,155,202,266,25,12,24,1,18
11,121,4,0,0,0,0,0,9
99,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
9,124,8,0,0,0,1,0,9
215,238,4,0,0,2,2,0,60
3,0,1,0,0,0,0,0,0
61,263,2,0,0,0,0,0,34
3,19,4,0,0,0,1,0,1
12,0,7,0,0,0,0,0,0
137,373,32,0,0,2,2,0,128
739,13,128,0,0,57,7,0,7
41,399,2,0,0,0,0,0,33
37,121,1,0,0,0,1,0,23
75,321,316,5746,41,18,18,1,75
1,0,1,0,0,0,0,0,0
15,38,17,0,0,6,5,0,7
3,67,259,50,4,0,3,0,3
1,5,1541,171,0,0,0,0,0
294,572,45,0,0,0,4,0,100
9,30,31,0,0,0,0,0,3
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
37,107,3,0,0,0,0,0,17
14,0,1,0,0,0,0,0,0
136,269,207,684,68,39,34,1,99
1,0,2,0,0,0,0,0,0
39,83,2,0,0,1,1,0,29
56,201,1,0,0,0,0,0,43
68,376,5,6,0,0,0,0,37
1,0,1,0,0,0,0,0,0
18,0,44,0,0,0,0,0,0
70,220,1,0,0,0,0,0,17
2,48,2,0,0,0,0,0,1
34,26,64,50,20,22,20,1,17
62,16,115,541,12,25,7,1,7
9,106,15,0,0,1,1,0,3
64,392,2,0,0,0,0,0,11
368,76,12,0,0,1,1,0,23
6,0,2,0,0,0,0,0,0
44,151,1,0,0,0,0,0,21
1,0,2,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
234,9,17,0,0,6,1,0,1
2,17,2,0,0,0,0,0,2
13,207,2,0,0,1,1,0,10
94,180,60,0,0,0,0,0,50
6,28,7,0,0,0,0,0,6
11,205,6,0,0,0,0,0,7
45,40,23,56,3,6,2,1,24
34,274,2,0,0,0,0,0,22
88,224,48,122,74,40,37,1,64
59,59,31,22,19,20,18,1,48
93,5131,2,0,0,0,0,0,39
3,0,63,0,0,0,0,0,0
38,32,1,0,0,0,0,0,25
5,309,1,0,0,0,0,0,3
1,0,1,0,0,0,0,0,0
23,77,2914,54,0,5,0,0,1
147,896,1,0,0,0,0,0,133
198,561,1,0,0,0,0,0,15
3,24,25,0,0,0,2,0,0
107,817,13,0,0,1,1,0,74
1,0,2,0,0,0,0,0,0
67,0,6,0,0,0,0,0,0
9,377,7,0,0,0,0,0,5
89,279,1,0,0,0,0,0,13
28,92,34,0,0,4,5,0,20
31,23,167,467,12,11,8,1,16
5,164,5,0,0,0,0,0,4
12,51,1278,0,0,1,2,0,11
59,773,28,0,0,1,1,0,47
2,79,2,0,0,0,0,0,2
8,51,5,0,0,0,0,0,1
351,9020,55,0,0,30,30,0,350
5,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
34,51,2,0,0,0,0,0,13
5,57,2,0,0,0,0,0,3
8,120,1,0,0,0,0,0,5
88,469,402,23683,167,54,49,1,66
427,3572,563,16546,527,133,136,1,419
36,98,2,0,0,0,0,0,17
1,0,1,0,0,0,0,0,0
3,0,1,0,0,1,0,0,0
95,98,2,0,0,0,0,0,10
13,16,2,0,0,0,0,0,7
27,925,69,0,0,5,6,0,13
58,157,80,92,1,1,1,0,42
1,0,1,0,0,0,0,0,0
57,175,673,47364,11,14,12,0,36
7,105,1,0,0,0,0,0,4
443,435,142,0,0,49,10,0,97
188,417,3,0,0,0,0,0,73
1,0,1,0,0,0,0,0,0
13,208,9,0,0,2,4,0,12
13,199,879,0,0,5,1,0,6
38,6,439,269,4,26,4,1,5
2,0,1,0,0,0,0,0,0
21,173,1,0,0,0,0,0,18
1,0,2,0,0,0,0,0,0
3,51,3,0,0,0,0,0,0
22,160,1,0,0,0,0,0,9
42,98,533,9348,35,27,27,1,41
59,11,13,35,6,11,3,1,8
4,0,1,0,0,0,0,0,0
11,127,1353,0,0,3,3,0,2
797,63,330,0,0,126,1,0,10
11,334,30,0,0,1,0,0,6
1,0,3,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
5,74,19,0,0,3,3,0,5
1,0,1,0,0,0,0,0,0
3,14,125,0,0,1,1,0,3
73,403,7,0,0,0,0,0,59
38,169,300,0,0,9,10,0,27
43,34,2,0,0,1,0,0,0
2,0,2,0,0,0,0,0,0
44,156,15,0,0,9,8,0,32
377,49,1,0,0,0,0,0,20
682,628,1,0,0,0,0,0,214
1,0,5,0,0,0,0,0,0
47,309,3,0,0,0,0,0,33
13,12,2,0,0,0,0,0,10
7,120,2358,187,4,3,5,0,4
3,0,2,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0
73,773,6,0,0,0,0,0,48
77,552,1,0,0,1,1,0,58
5,147,1,0,0,0,0,0,4
198,496,326,0,0,15,12,0,101
1,0,2,0,0,0,0,0,0
1,3,227,226,2,0,1,1,1
4,90,1,0,0,0,0,0,2
45,149,82,0,0,10,6,0,13
123,201,1,0,0,0,0,0,34
224,289,77,0,0,16,6,0,80
8,24,2,0,0,0,0,0,7
1,0,144,0,0,1,0,0,0
65,214,1,0,0,0,0,0,48
26,0,1,0,0,0,0,0,0
23,108,1196,481,19,12,30,0,12
37,201,5,0,0,1,1,0,30
128,1503,90,0,0,17,18,0,108
112,1553,4,0,0,1,0,0,79
239,380,21,0,0,5,4,0,87
18,67,3,0,0,0,0,0,11
7,71,1,0,0,0,0,0,6
48,132,9,0,0,3,3,0,17
32,0,2,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
4,27,1,0,0,0,0,0,2
102,3967,126,0,0,78,85,0,91
1,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
31,583,16,0,0,0,0,0,23
6,119,107,0,0,1,1,0,6
62,434,86,0,0,7,4,0,33
1,0,1,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0
239,1048,27,0,0,5,8,0,218
210,197,22,0,0,5,4,0,12
132,434,3,0,0,0,1,0,71
4,50,1,0,0,0,0,0,1
297,3171,16,0,0,2,2,0,246
1,0,1,0,0,0,0,0,0
193,1333,25,0,0,4,4,0,173
15,48,2,0,0,1,1,0,12
18,76,1,0,0,0,0,0,15
43,493,1,0,0,0,0,0,33
79,0,2,0,0,0,0,0,0
273,1462,35,0,0,22,21,0,240
282,3966,350,0,0,96,97,0,276
1,0,2,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
282,2856,71,0,0,7,24,0,198
899,16829,148,0,0,99,99,0,891
133,1378,803,18562,299,66,67,1,132
1,0,3,0,0,0,0,0,0
93,349,97,0,0,6,6,0,58
1,0,1,0,0,0,0,0,0
8,19,42,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0
200,681,17,0,0,9,4,0,67
26,39,3,0,0,0,0,0,13
2,0,1,0,0,0,0,0,0
165,319,1,0,0,0,0,0,41
44,176,40,0,0,2,1,0,15
315,257,2,0,0,0,0,0,89
508,290,2,0,0,2,1,0,103
12,163,2,0,0,0,0,0,6
22,450,1,0,0,0,0,0,18
112,104,13,0,0,3,1,0,23
225,779,4,0,0,0,1,0,165
15,160,115,0,0,0,0,0,11
23,296,17,0,0,0,0,0,21
8,2,44,0,0,0,0,0,0
2,0,4,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
9,154,4,0,0,0,0,0,7
29,428,1,0,0,0,0,0,24
42,444,7,0,0,4,4,0,33
50,64,77,0,0,16,5,0,15
3,280,1,0,0,0,0,0,0
985,41671,58,0,0,43,43,0,841
227,2028,818,6089,156,55,67,1,210
1,0,2,0,0,0,0,0,0
3,10,1,0,0,0,0,0,3
15,93,1,0,0,0,0,0,7
194,1607,133,0,0,7,13,0,170
1,0,1,0,0,0,0,0,0
111,579,6,0,0,2,2,0,69
49,71,1,0,0,0,0,0,10
1075,14337,5,0,0,1,1,0,625
60,422,2,0,0,0,0,0,43
4,0,79,0,0,2,0,0,0
21,249,1,0,0,0,0,0,16
10,31,5,0,0,1,1,0,10
12,37,215,48,2,1,1,0,11
19,149,10,0,0,0,1,0,6
70,530,2,0,0,0,0,0,68
22,82,1,0,0,0,0,0,6
124,0,1,0,0,0,0,0,0
36,2475,8,0,0,0,1,0,24
26,93,25,0,0,3,2,0,16
75,0,1,0,0,0,0,0,0
58,1030,1,0,0,0,0,0,58
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
61,917,3,0,0,0,0,0,45
41,86,1117,25,6,21,35,0,31
10,0,1,0,0,1,0,0,0
2,4,1,0,0,0,0,0,1
277,3488,10,0,0,0,1,0,156
19,387,838,0,0,0,7,0,14
4,245,2,0,0,0,0,0,3
25,542,51,0,0,1,1,0,20
20,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
43,70,4,2,2,3,3,0,38
27,277,1,0,0,0,0,0,22
21,64,46,76,25,17,24,1,21
411,382,204,170,37,79,45,1,184
72,694,12,0,0,1,1,0,60
240,63,4,0,0,0,0,0,21
2,0,2,0,0,0,0,0,0
8,0,3,0,0,1,0,0,0
5,39,43,0,0,2,2,0,4
56,257,10,0,0,0,2,0,43
227,992,254,0,0,15,16,0,211
